Tempo mm. 5-8	Aria 1	Variation 1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16a	16b	17	18	19	20	21	22	23	24	25	26	27	28	29	30	Aria 2	
Pulse	quarter note	quarter note	quarter note	dotted quarter note	dotted quarter note	quarter note	dotted quarter note	dotted quarter note	quarter note	quarter note	half note	dotted quarter note	quarter note	quarter note	quarter note	quarter note	half note	dotted quarter note	quarter note	half note	eighth note	quarter note	quarter note	half note	quarter note	dotted quarter note	eighth note	quarter note	dotted quarter note	quarter note	quarter note	quarter note	quarter note	
Rudolf Serkin 1928	71.7	128.9	106.1	59.7	95.2	182.8	- - - 	- - - 	- - - 	77.0	114.6	200.0	82.5	57.2	131.0	39.3	43.5	94.0	136.4	118.0	215.8	131.9	58.1	138.2	127.7	51.9	53.9	104.5	92.2	105.0	111.8	93.0	61.8	Rudolf Serkin 1928
Tureck 1998	46.5	72.3	60.1	50.3	43.6	91.7	31.9	63.6	77.3	55.8	58.1	92.4	49.2	58.0	77.8	28.2	32.8	50.1	67.1	71.3	125.9	85.2	45.8	58.3	73.7	56.3	55.6	78.5	48.4	68.0	90.8	67.7	39.5	Tureck 1998
Belder 1999	37.3	95.1	84.6	66.1	55.4	115.1	33.2	70.6	94.0	52.1	84.8	128.3	52.2	49.7	84.4	26.7	31.4	68.1	97.0	79.6	156.4	92.8	42.0	91.3	85.5	54.9	52.4	80.5	64.3	70.3	86.8	59.5	39.7	Belder 1999
Hewitt 1999	49.1	113.4	78.8	57.1	62.2	132.5	37.5	63.3	104.8	71.6	85.8	121.6	76.0	44.5	93.8	30.9	29.1	71.7	89.9	94.8	123.5	110.3	50.0	94.9	96.5	67.1	46.9	97.3	68.8	87.6	76.6	69.6	46.1	Hewitt 1999
Koroliov 1999	42.1	106.8	83.0	64.5	63.5	161.9	41.7	70.9	108.5	67.5	86.3	147.6	91.0	36.9	94.6	24.5	33.0	71.1	110.9	65.1	85.9	116.1	43.4	66.1	98.1	78.5	33.8	75.0	75.8	93.5	80.0	86.6	38.4	Koroliov 1999
Schirmer 1999	36.9	90.4	77.8	55.1	56.4	145.4	41.4	56.3	101.9	65.0	82.1	122.5	85.7	35.5	88.2	26.5	29.8	61.5	81.5	69.9	94.0	97.8	43.8	72.9	88.0	70.5	39.3	99.4	68.8	79.2	90.0	72.6	33.9	Schirmer 1999
Perahia 2000	48.6	105.2	82.4	67.9	59.1	145.9	48.9	76.0	109.1	59.2	87.3	149.7	88.5	41.0	96.7	31.6	38.2	76.0	119.8	98.3	132.8	108.6	52.1	84.1	106.3	81.0	49.0	99.1	80.5	90.7	85.8	81.9	45.3	Perahia 2000
Schiff 2001	59.4	105.2	97.8	65.4	63.1	130.8	51.2	85.8	120.6	89.0	93.3	135.4	103.3	49.2	102.5	38.3	38.2	71.7	92.3	106.7	148.5	117.2	73.0	84.7	92.8	90.9	57.3	89.4	86.9	67.9	104.8	107.2	59.2	Schiff 2001
Haugsand 2001	45.5	86.3	93.3	70.7	67.8	110.0	46.5	74.1	84.8	62.4	88.2	100.3	57.4	42.7	87.0	28.7	38.3	70.4	106.8	103.9	156.0	90.2	47.1	92.5	90.0	62.1	53.4	94.2	68.8	73.1	85.3	71.7	42.9	Haugsand 2001
Pescia 2004	46.1	109.5	76.1	70.0	64.7	156.1	43.0	75.2	119.3	64.9	93.7	145.0	98.3	40.7	100.5	24.7	36.6	74.7	118.4	95.6	112.1	109.4	51.6	100.3	104.0	73.2	38.2	96.1	78.7	92.1	104.2	93.2	41.1	Pescia 2004
Takahashi 2004	54.4	85.9	76.2	56.0	53.8	104.0	42.1	73.8	87.1	80.0	73.2	129.4	67.6	49.5	87.2	36.8	29.8	54.8	70.9	74.2	158.5	104.0	49.3	92.6	77.3	78.6	74.4	78.1	50.7	67.4	71.7	66.1	71.6	Takahashi 2004
Dinnerstein 2005	38.4	111.8	52.0	38.7	57.0	143.1	50.8	56.1	107.9	74.3	88.2	139.3	68.8	41.4	102.9	24.2	33.1	70.1	126.9	85.4	111.8	117.7	32.5	57.0	105.1	96.3	43.4	120.0	63.8	57.4	82.0	70.6	32.8	Dinnerstein 2005
Egarr 2005	48.7	76.3	65.1	47.7	53.8	82.3	33.2	71.1	77.9	52.5	73.0	104.6	74.9	35.2	81.5	34.0	38.0	57.4	78.9	76.9	136.1	71.7	50.2	75.8	74.8	61.2	49.9	72.3	62.9	61.5	74.3	76.1	47.6	Egarr 2005
Zhu 2007	43.6	110.6	77.8	75.2	59.1	154.4	43.8	63.2	114.8	70.2	83.0	142.3	96.5	40.1	103.1	27.8	31.9	79.2	114.3	79.0	122.2	125.1	43.1	74.5	106.3	85.7	44.7	98.2	82.5	72.1	90.7	78.4	41.9	Zhu 2007
Staier 2009	47.7	101.8	78.4	54.4	69.5	133.8	62.3	74.9	88.6	52.2	87.9	121.5	81.4	46.2	82.7	29.2	37.7	78.2	119.4	90.0	169.5	80.5	46.5	88.7	90.0	82.7	50.4	99.3	82.6	87.6	83.2	64.3	42.6	Staier 2009
Marsoner 2009	44.8	124.1	108.7	73.3	69.6	159.4	44.4	74.1	123.8	66.7	94.3	144.3	102.7	41.3	105.4	28.9	37.0	85.4	110.2	100.7	194.8	110.4	44.1	96.1	108.0	70.9	52.5	100.3	82.3	81.7	99.4	84.5	44.9	Marsoner 2009
Ishizaka 2012	39.5	103.7	64.3	68.1	57.7	130.6	40.3	61.6	105.0	63.0	76.4	122.4	90.8	48.8	89.1	29.1	32.9	60.5	123.1	74.3	141.8	95.6	33.9	86.4	89.8	75.0	41.9	101.9	70.4	78.9	87.8	68.7	36.0	Ishizaka 2012
Denk 2013	53.1	110.1	96.4	61.1	56.8	154.0	55.5	79.1	121.2	70.5	93.0	148.1	84.6	37.4	107.9	32.5	34.1	73.0	109.1	93.5	220.6	100.5	47.4	77.5	94.3	88.6	56.1	108.0	73.2	89.5	104.0	78.3	52.1	Denk 2013
